MARCA,AÑO,SUBMARCA,G/Km,Descripción,Venta/Contado,Compra/Lista,extra 1,,,extra 2,,,extra 3,,,extra 4,,,extra 5,,,extra 6,,,extra 7,,,extra 8,,,extra 9,,,extra 10,
Alfa Romeo,2013,Giulietta,C,"5 pts. HB Giulietta, L4, 1.8T, 235 HP, TM6, piel, QC, RA-17","171,400","148,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo,2012,Mito,C,"3 pts. HB Mito, L4, 1.4T, 170 HP, TM6, piel, QC, RA-17","116,600","100,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo,2012,Giulietta,C,"5 pts. HB Giulietta, L4, 1.8T, 235 HP, TM6, piel, QC, RA-17","138,800","120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo,2012,159 JTS Sportm Plus,C,"4 pts. 159 JTS Sport Plus, L4, 2.2l, 185 HP, Selespeed, piel, RA-17","131,300","113,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo,2012,159 Sportm Plus,C,"4 pts. 159 Sport Plus, V6, 3.2l, 260 HP, TA, RA-18, 4x4","156,900","135,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A1,0,"5 pts. HB Urban, 1.0T, 116 HP, TA, a/ac., RA-15","409,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A1,0,"5 pts. HB Cool, 1.0T, 116 HP, TA, a/ac. Aut., RA-16","439,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A1,0,"5 pts. HB Ego, 1.5T, 150 HP, TA, a/ac .Aut., TP, RA-17","494,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A1,0,"5 pts. HB S Line, 2.0T, 200 HP, TA, a/ac. Aut., piel, xenón, RA-18","564,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A1,,"NOTA: En este año, el vehículo no se comercializó en México",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1,B,"3 pts. HB Urban, 125 HP, TM6, a/ac., RA-15","229,200","200,300",Añadir TA,"12,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1,B,"3 pts. HB Cool, 125 HP, TM6, a/ac. Aut., RA-16","248,300","217,000",Añadir TA,"12,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1,B,"3 pts. HB Ego, 125 HP, TA, a/ac. Aut., TP, xenón, RA-17","288,600","252,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1,B,"3 pts. HB S Line, 192 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","330,900","288,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1 Sportback,B,"5 pts. HB Urban, 125 HP, TM6, a/ac., RA-15","235,800","206,100",Añadir TA,"12,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1 Sportback,B,"5 pts. HB Cool, 125 HP, TM6, a/ac. Aut., RA-16","255,300","223,200",Añadir TA,"12,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1 Sportback,B,"5 pts. HB Ego, 125 HP, TA, a/ac. Aut., TP, xenón, RA-17","294,200","256,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A1 Sportback,B,"5 pts. HB S Line, 192 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","338,400","294,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1,B,"3 pts. HB Urban, 125 HP, TM6, a/ac., RA-15","196,800","171,700",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1,B,"3 pts. HB Cool, 125 HP, TM6, a/ac. Aut., RA-15","212,000","185,000",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1,B,"3 pts. HB Ego, 125 HP, TM6, a/ac. Aut., TP, xenón, RA-16","236,100","205,800",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1,B,"3 pts. HB S Line, 192 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","285,700","248,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1 Sportback,B,"5 pts. HB Urban, 125 HP, TM6, a/ac., RA-15","203,800","177,800",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1 Sportback,B,"5 pts. HB Cool, 125 HP, TM6, a/ac. Aut., RA-15","224,400","195,800",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1 Sportback,B,"5 pts. HB Ego, 125 HP, TM6, a/ac. Aut., TP, xenón, RA-16","247,500","215,800",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A1 Sportback,B,"5 pts. HB S Line, 192 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","296,600","257,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,A1,B,"3 pts. HB Cool, 125 HP, TM6, a/ac. Aut., RA-15","171,700","149,600",Añadir TA,"9,700","8,400",,,,Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,A1,B,"3 pts. HB Active, 125 HP, TA, a/ac. Aut., RA-16","211,500","184,100",,,,Añadir TP,"7,200","6,000",Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,A1,B,"3 pts. HB Ego, 125 HP, TM6, a/ac. Aut., TP, xenón, RA-16","200,000","174,100",Añadir TA,"9,700","8,400",,,,Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,A1,B,"3 pts. HB S Line, 192 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","241,800","209,900",,,,Añadir TP,"7,200","6,000",Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,A1 Sportback,B,"5 pts. HB Cool, 125 HP, TM6, a/ac. Aut., RA-15","188,000","163,800",Añadir TA,"9,700","8,400",Añadir TP,"7,200","6,000",Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,A1 Sportback,B,"5 pts. HB Ego, 125 HP, TM6, a/ac. Aut., TP, xenón, RA-16","210,100","183,000",Añadir TA,"9,700","8,400",,,,Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,A1 Sportback,B,"5 pts. HB S Line, 192 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","255,500","222,400",,,,Añadir TP,"7,200","6,000",Añadir paq. Navegación Plus,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,A1,B,"3 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","149,200","129,600",Añadir TA,"8,700","7,300",,,,Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,A1,B,"3 pts. HB Ego, 122 HP, TM6, a/ac. Aut., xenón, RA-16","171,600","149,100",Añadir TA,"8,700","7,300",Añadir TP,"6,400","5,300",Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,A1,B,"3 pts. HB Red Edition, 122 HP, TA, a/ac. Aut., xenón, RA-16","174,800","151,900",,,,Añadir TP,"6,400","5,300",Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,A1,B,"3 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, xenón, RA-17","205,400","178,000",,,,Añadir TP,"6,400","5,300",Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,A1 Sportback,B,"5 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","155,400","135,000",Añadir TA,"8,700","7,300",,,,Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,A1 Sportback,B,"5 pts. HB Ego, 122 HP, TM6, a/ac. Aut., xenón, RA-16","179,100","155,600",Añadir TA,"8,700","7,300",Añadir TP,"6,400","5,300",Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,A1 Sportback,B,"5 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, xenón RA-17","212,200","183,900",,,,Añadir TP,"6,400","5,300",Añadir paq. Navegación Plus,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1,B,"3 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","134,000","116,200",Añadir TA,"7,800","6,500",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1,B,"3 pts. HB Ego, 122 HP, TM6, a/ac. Aut., xenón, RA-16","154,800","134,300",Añadir TA,"7,800","6,500",Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1,B,"3 pts. HB Sport, 122 HP, TA, a/ac. Aut., xenón RA-17","173,800","150,700",,,,Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1,B,"3 pts. HB Envy, 122 HP, TA, a/ac. Aut., piel, GPS, xenón, RA-16","182,200","157,900",,,,Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1,B,"3 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, xenón RA-17","185,100","160,000",,,,Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1 Sportback,B,"5 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","138,800","120,400",Añadir TA,"7,800","6,500",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1 Sportback,B,"5 pts. HB Ego, 122 HP, TM6, a/ac. Aut., xenón, RA-16","161,100","139,700",Añadir TA,"7,800","6,500",Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1 Sportback,B,"5 pts. HB Sport, 122 HP, TA, a/ac. Aut., xenón RA-17","178,700","155,000",,,,Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1 Sportback,B,"5 pts. HB Envy, 122 HP, TA, a/ac. Aut., piel, GPS, xenón, RA-16","188,400","163,300",,,,Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,A1 Sportback,B,"5 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, xenón RA-17","189,800","164,000",,,,Añadir TP,"5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,A1,B,"3 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","121,900","105,500",Añadir TA,"6,900","5,800",Añadir piel,"7,700","6,400",Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1,B,"3 pts. HB Ego, 122 HP, TM6, a/ac. Aut., RA-16","134,800","116,700",Añadir TA,"6,900","5,800",Añadir piel,"7,700","6,400",Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1,B,"3 pts. HB Union Square, 122 HP, TA, a/ac. Aut., xenón, RA-16","148,300","128,400",,,,Añadir piel,"7,700","6,400",Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",,,,Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1,B,"3 pts. HB Envy, 122 HP, TA, a/ac. Aut., piel, RA-16","154,900","134,000",,,,,,,Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1,B,"3 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, RA-17","162,900","140,600",,,,,,,Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1,B,"3 pts. HB S Line Plus, 185 HP, TA, a/ac. Aut., piel, QC, RA-17","175,000","151,000",,,,,,,,,,Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,A1 Sportback,B,"5 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","124,900","108,100",Añadir TA,"6,900","5,800",Añadir piel,"7,700","6,400",Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1 Sportback,B,"5 pts. HB Ego, 122 HP, TM6, a/ac. Aut., RA-16","139,900","121,100",Añadir TA,"6,900","5,800",Añadir piel,"7,700","6,400",Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1 Sportback,B,"5 pts. HB Envy, 122 HP, TA, a/ac. Aut., piel, RA-16","158,100","136,800",,,,,,,Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1 Sportback,B,"5 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, RA-17","164,900","142,300",,,,,,,Añadir QC,"5,200","4,300",Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,2013,A1 Sportback,B,"5 pts. HB S Line Plus, 185 HP, TA, a/ac. Aut., piel, QC, RA-17","183,700","158,500",,,,,,,,,,Añadir sonido Bose,"4,000","3,300",Añadir paq. xenón plus ,"5,000","4,200",Añadir paq. Navegación Plus,"6,100","5,100",,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2012,A1,B,"3 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","105,500","91,100",Añadir TA,"6,000","5,000",,,,Añadir QC,"4,500","3,800",Añadir sonido Bose,"3,300","2,800",Añadir paq. xenón plus ,"4,100","3,400",,,,,,,,,,,,,,
Audi,2012,A1,B,"3 pts. HB Ego, 122 HP, TM6, a/ac. Aut., RA-16","120,600","104,100",Añadir TA,"6,000","5,000",,,,Añadir QC,"4,500","3,800",Añadir sonido Bose,"3,300","2,800",Añadir paq. xenón plus ,"4,100","3,400",,,,,,,,,,,,,,
Audi,2012,A1,B,"3 pts. HB Envy y Sport One, 122 HP, TM6, a/ac. Aut., RA-16","136,900","118,200",Añadir TA,"6,000","5,000",Añadir piel,"6,300","5,300",Añadir QC,"4,500","3,800",Añadir sonido Bose,"3,300","2,800",Añadir paq. xenón plus ,"4,100","3,400",,,,,,,,,,,,,,
Audi,2012,A1,B,"3 pts. HB Union Square, 122 HP, TA, a/ac. Aut., xenón, RA-16","131,900","113,900",,,,Añadir piel,"6,300","5,300",Añadir QC,"4,500","3,800",Añadir sonido Bose,"3,300","2,800",,,,,,,,,,,,,,,,,
Audi,2012,A1,B,"3 pts. HB S Line, 185 HP, TA, a/ac. Aut., tela/piel, RA-17","145,100","125,000",,,,,,,Añadir QC,"4,500","3,800",Añadir sonido Bose,"3,300","2,800",Añadir paq. xenón plus ,"4,100","3,400",,,,,,,,,,,,,,
Audi,2012,A1,B,"3 pts. HB S Line Plus, 185 HP, TA, a/ac. Aut., piel, QC, RA-17","157,200","135,400",,,,,,,,,,Añadir sonido Bose,"3,300","2,800",Añadir paq. xenón plus ,"4,100","3,400",,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2011,A1,B,"3 pts. HB Cool, 122 HP, TM6, a/ac., RA-15","93,700","80,800",Añadir TA,"5,300","4,400",,,,Añadir QC,"4,000","3,300",Añadir sonido Bose,"2,800","2,300",Añadir paq. xenón plus ,"3,500","2,900",,,,,,,,,,,,,,
Audi,2011,A1,B,"3 pts. HB Ego, 122 HP, TM6, a/ac. Aut., RA-16","107,600","92,800",Añadir TA,"5,300","4,400",,,,Añadir QC,"4,000","3,300",Añadir sonido Bose,"2,800","2,300",,,,,,,,,,,,,,,,,
Audi,2011,A1,B,"3 pts. HB Envy y Sport One, 122 HP, TM6, a/ac. Aut., RA-16","119,000","102,600",Añadir TA,"5,300","4,400",Añadir piel,"5,300","4,400",Añadir QC,"4,000","3,300",Añadir sonido Bose,"2,800","2,300",,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"4 pts. Dynamic, 1.4T, 150 HP, TA, RA-17",0,"504,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"4 pts. Select, 1.4T, 150 HP, TA, piel, RA-17",0,"549,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"4 pts. Dynamic, 2.0T, 190 HP, TA, RA-17",0,"584,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"4 pts. Select, 2.0T, 190 HP, TA, piel, RA-17",0,"604,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"4 pts. S Line, 2.0T, 190 HP, TA, piel, RA-18","589,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"4 pts. S3 , 2.0T, 290 HP, TA, RA-18, Quattro",0,"864,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"2 pts. Cabriolet Select, 2.0T, 190 HP, TA",0,"664,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,A3,0,"2 pts. Cabriolet S Line, 2.0T, 190 HP, TA",0,"729,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"4 pts. Dynamic, 1.4T, 150 HP, TA, RA-17","332,300","291,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"4 pts. Select, 1.4T, 150 HP, TA, piel, RA-17","355,300","311,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"4 pts. Dynamic, 2.0T, 190 HP, TA, RA-17","378,800","332,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"4 pts. Select, 2.0T, 190 HP, TA, piel, RA-17","397,000","347,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"4 pts. S Line, 2.0T, 190 HP, TA, piel, RA-18","435,600","381,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,S3,C,"4 pts. S3 , 2.0T, 290 HP, TA, RA-18, Quattro","561,800","491,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"2 pts. Cabriolet Select, 2.0T, 190 HP, TA","447,500","390,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,A3,C,"2 pts. Cabriolet S Line, 2.0T, 190 HP, TA","502,400","438,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"3 pts. HB Dynamic, 1.4T, 150 HP, TM6, RA-17","273,600","239,800",Añadir TA,"10,800","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"3 pts. HB Dynamic, 2.0T, 190 HP, TA, RA-17","320,300","280,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"3 pts. HB Select, 2.0T, 190 HP, TA, f. led, RA-17","336,000","294,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"3 pts. HB S Line, 2.0T, 190 HP, TA, piel, f. led, RA-18","358,600","313,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,S3,C,"3 pts. HB S3, 2.0T, 290 HP, TA, RA-18, Quattro","479,300","418,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"4 pts. Dynamic, 1.4T, 150 HP, TA, RA-17","292,200","256,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"4 pts. Select, 1.4T, 150 HP, TA, piel, RA-17","313,600","274,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"4 pts. Dynamic, 2.0T, 190 HP, TA, RA-17","334,300","292,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"4 pts. Select, 2.0T, 190 HP, TA, piel, RA-17","352,000","308,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"4 pts. S Line, 2.0T, 190 HP, TA, piel, RA-18","391,600","342,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,S3,C,"4 pts. S3 , 2.0T, 290 HP, TA, RA-18, Quattro","504,300","440,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,RS3,C,"4 pts. RS3 , 2.5T, 400 HP, TA, RA-19, Quattro","710,200","618,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"2 pts. Cabriolet Select, 2.0T, 190 HP, TA","397,600","346,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,A3,C,"2 pts. Cabriolet S Line, 2.0T, 190 HP, TA","448,800","390,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"3 pts. HB Dynamic, 1.4T, 150 HP, TM6, RA-17","238,700","209,000",Añadir TA,"9,700","8,100",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"3 pts. HB Dynamic, 2.0T, 190 HP, TA, RA-17","276,400","241,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"3 pts. HB Select, 2.0T, 190 HP, TA, f. led, RA-17","295,400","258,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"3 pts. HB S Line, 2.0T, 190 HP, TA, piel, f. led, RA-18","321,500","281,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,S3,C,"3 pts. HB S3, 2.0T, 290 HP, TA, RA-18, Quattro","416,100","362,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"4 pts. Dynamic, 1.4T, 150 HP, TA, RA-17","258,100","226,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"4 pts. Select, 1.4T, 150 HP, TA, piel, RA-17","275,500","241,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"4 pts. Dynamic, 2.0T, 190 HP, TA, RA-17","291,900","255,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"4 pts. Select, 2.0T, 190 HP, TA, piel, RA-17","307,200","268,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,A3,C,"4 pts. Elite, 2.0 T, 190 HP, TA, piel, RA-17","322,200","281,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
