MARCA,AÑO,SUBMARCA,G/Km,Descripción,Venta/Contado,Compra/Lista,extra 1,,,extra 2,,,extra 3,,,extra 4,,,extra 5,,,extra 6,,,extra 7,,,extra 8,,,extra 9,,,extra 10,
Mercedes Benz,2017,Clase C,E,"2 pts. C63 S AMG Convertible, TA, GPS","1,001,800","873,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"4 pts. C180 CGI, 1.6T, TM6","247,700","217,100",,,,Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"4 pts. C200 CGI Exclusive, 2.0T, TA","276,800","242,600",,,,Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"4 pts. C200 CGI Sport, 2.0T, TA","282,900","247,900",,,,Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"4 pts. C250 CGI Sport, 2.0T, TA","336,900","295,300",,,,Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"4 pts. C450 AMG 4MATIC Sport, TA","457,500","399,900",,,,Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,E,"4 pts. C63 AMG, TA, GPS","709,400","620,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,E,"4 pts. C63 S AMG, TA, GPS","777,000","676,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"2 pts. C200 Coupé CGI, 2.0T, TA","311,700","272,200",Añadir TP,"11,900","9,900",Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase C,C,"2 pts. C250 Coupé CGI, 2.0T, TA","352,500","308,400",,,,Añadir paq. Navegación,"11,000","9,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"4 pts. C180 CGI, TM6, 1.6T","218,700","191,300",Añadir TA,"11,200","9,300",Añadir paq. Navegación,"9,300","7,800",Añadir Avantgarde,"3,600","3,000",,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"4 pts. C200 CGI Exclusive, TA, 2.0T","248,300","217,200",,,,Añadir paq. Navegación,"9,300","7,800",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"4 pts. C200 CGI Sport, TA, 2.0T","250,000","218,700",,,,Añadir paq. Navegación,"9,300","7,800",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"4 pts. C250 CGI Sport, TA, 2.0T","295,400","258,400",,,,Añadir paq. Navegación,"9,300","7,800",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"2 pts. C180 Coupé CGI, TM6, CD, piel, RA-16","234,000","204,200",Añadir TA,"11,200","9,300",Añadir paq. Navegación,"9,300","7,800",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"2 pts. C250 Coupé CGI Sport, TA, RA-17","302,900","264,500",,,,Añadir paq. Navegación,"9,300","7,800",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase C,C,"2 pts. C350 Coupé CGI Sport, TA, GPS, RA-18","354,200","307,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C180 CGI, TA, CD, piel, RA-16","203,700","177,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C200 CGI Exclusive, TA, CD, RA-17","228,700","199,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C250 CGI Sport, TA, 6 CD, RA-17","273,200","238,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C180 CGI, TA, CD, piel, RA-16","191,800","167,500",,,,Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C200 CGI Exclusive, TA, CD, RA-17","212,700","185,800",,,,Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C200 CGI Sport, TA, 6 CD, RA-17","221,800","193,700",,,,Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C250 CGI Sport, TA, 6 CD, RA-17","256,500","223,600",,,,Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"4 pts. C350 CGI Sport, TA, 6 CD, RA-18","287,100","250,100",,,,Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,E,"4 pts. C63 AMG, TA, GPS, QC, RA-18","534,000","463,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"2 pts. C180 Coupé CGI, TM6, CD, piel, RA-16","209,900","183,000",Añadir TA,"8,900","7,400",Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"2 pts. C250 Coupé CGI Sport, TA, RA-17","256,900","223,600",,,,Añadir paq. Navegación,"7,400","6,200",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,C,"2 pts. C350 Coupé CGI Sport, TA, GPS, RA-18","316,900","275,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase C,E,"2 pts. C63 AMG Coupé Orange, TA, GPS, RA-18","545,800","473,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"4 pts. C180 CGI, TA, CD, piel, RA-16","167,400","145,900",,,,Añadir paq. Navegación,"5,900","4,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"4 pts. C200 CGI Exclusive, TA, CD, RA-17","179,900","156,800",,,,Añadir paq. Navegación,"5,900","4,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"4 pts. C200 CGI Sport, TA, 6 CD, RA-17","196,200","171,100",Añadir paq. Sport Plus,"7,600","6,300",Añadir paq. Navegación,"5,900","4,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"4 pts. C250 CGI Sport, TA, 6 CD, RA-17","224,000","194,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"4 pts. C350 CGI Sport, TA, 6 CD, RA-18","249,500","216,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,E,"4 pts. C63 AMG, TA, GPS, QC, RA-18","450,200","389,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"2 pts. C180 Coupé CGI, TM6, CD, piel, RA-16","184,200","160,200",Añadir TA,"7,300","6,100",Añadir paq. Navegación,"5,900","4,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"2 pts. C250 Coupé CGI Sport, TA, RA-17","222,800","193,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,C,"2 pts. C350 Coupé CGI Sport, TA, RA-18","275,100","238,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,E,"2 pts. C63 AMG Coupé, TA, RA-18","431,000","372,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase C,E,"2 pts. C63 AMG Coupé Orange, TA, RA-18","466,100","403,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"4 pts. C180 CGI, TA, CD, piel, RA-16","145,000","126,100",Añadir paq. Navegación,"4,500","3,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"4 pts. C200 CGI Exclusive, TA, CD, RA-17","156,700","136,300",Añadir paq. Navegación,"4,500","3,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"4 pts. C200 CGI Sport, TA, 6 CD, RA-17","170,100","147,900",Añadir paq. Navegación,"4,500","3,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"4 pts. C250 CGI Sport, TA, 6 CD, RA-17","197,800","171,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"4 pts. C350 CGI Sport, TA, 6 CD, RA-18","219,600","190,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,E,"4 pts. C63 AMG, TA, GPS, QC, RA-18","372,500","321,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"2 pts. C250 Coupé CGI Sport, TA, RA-17","191,000","165,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,C,"2 pts. C350 Coupé CGI Sport, TA, RA-18","241,700","209,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,E,"2 pts. C63 AMG Coupé, TA, RA-18","358,000","308,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase C,E,"2 pts. C63 AMG Coupé Black, TA, RA-18","471,200","405,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,C,"4 pts. C180 CGI, TA, CD, piel, RA-16","123,400","107,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,C,"4 pts. C200 CGI Exclusive, TA, CD, RA-17","134,700","116,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,C,"4 pts. C200 CGI Sport, TA, 6 CD, RA-17","146,800","127,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,C,"4 pts. C300 Elegance, TA, RA-17","160,100","138,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,C,"4 pts. C300 Sport, TA, RA-17","171,000","147,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,C,"4 pts. C350 Sport, TA, RA-18","187,100","161,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase C,E,"4 pts. C63 AMG, TA, RA-18","299,300","257,400",Añadir paq. Confort,"15,300","12,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C200 K, TM6","116,200","100,500",Añadir TA,"5,400","4,500",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C200 K CGI Special Edition, TA","117,100","101,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C200 CGI Sport, TA","132,000","114,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C300 Classic, TA","125,200","108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C300 Elegance, TA","140,700","121,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C300 Sport, TA","147,600","127,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,C,"4 pts. C350 Sport, TA","165,900","142,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase C,E,"4 pts. C63 AMG, TA","256,600","219,900",Añadir paq. Confort,"12,200","10,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase C,C,"4 pts. C280 Classic, TA","107,500","92,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase C,C,"4 pts. C280 Elegance, TM6","125,100","107,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase C,C,"4 pts. C280 Sport, TA","122,300","105,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase C,C,"4 pts. C350 Sport, TA","131,900","113,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase C,C,"4 pts. C350 Elegance, TA","132,500","113,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase C,E,"4 pts. C63 AMG, TA","205,800","177,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase CL,E,"2 pts. CL500 CGI, V8, TA","734,100","634,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase CL,E,"2 pts. CL600, V12,TA","805,100","695,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase CL,E,"2 pts. CL63 AMG, V8, Biturbo, TA","810,000","697,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2013,Clase CL,E,"2 pts. CL65 AMG, V12, Biturbo, TA","1,078,500","928,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase CL,E,"2 pts. CL500 CGI, V8, TA","648,100","559,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase CL,E,"2 pts. CL600, V12,TA","710,400","612,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase CL,E,"2 pts. CL63 AMG, V8, Biturbo, TA","703,100","603,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2012,Clase CL,E,"2 pts. CL65 AMG, V12, Biturbo, TA","958,600","822,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase CL,E,"2 pts. CL500, TA","533,800","459,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase CL,E,"2 pts. CL600, TA","600,100","516,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase CL,E,"2 pts. CL63 AMG, V8, Biturbo, TA","575,600","493,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2011,Clase CL,E,"2 pts. CL65 AMG, V12, Biturbo, TA","796,400","682,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase CL,E,"2 pts. CL500, TA","397,900","341,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase CL,E,"2 pts. CL600, TA","468,100","401,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase CL,E,"2 pts. CL63 AMG, V8, Biturbo, TA","452,200","386,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2010,Clase CL,E,"2 pts. CL65 AMG, V12, Biturbo, TA","686,700","586,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase CL,E,"2 pts. CL500, TA","307,900","263,600",Añadir paq. Premium,"6,700","5,600",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase CL,E,"2 pts. CL600, TA","379,500","324,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase CL,E,"2 pts. CL63 AMG, TA","343,700","293,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2009,Clase CL,E,"2 pts. CL65 AMG, TA","584,900","499,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA200 CGI Comfort, 1.3l, 163 HP, TA","681,900",0,Añadir QCP,"23,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA200 CGI Progressive, 1.3l, 163 HP, TA","768,900",0,Añadir QCP,"23,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA200 CGI Sport, 2.0T, 224 HP, TA","813,900",0,Añadir QCP,"23,000",,Añadir paq. Navegación,"25,000",,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA250 CGI Sport, 2.0T, 224 HP, TA","809,900",0,Añadir QCP,"23,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA250 CGI Sport Edition 1, 2.0T, 224 HP, TA","959,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA35 AMG, 2.0T, 306 HP, TA","989,900",0,Añadir QCP,"23,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2020,Clase CLA,0,"4 pts. CLA45 S AMG, 2.0T, 421 HP, TA","1,354,900",0,Añadir QCP,"23,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2019,Clase CLA,C,"4 pts. CLA200 CGI, 1.6T, 122 HP, TA","360,900","316,300",,,,Añadir paq. Navegación,"13,500","11,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2019,Clase CLA,C,"4 pts. CLA200 CGI Sport, 1.6T, 156 HP, TA","389,700","341,500",Añadir QCP,"13,500","11,300",Añadir paq. Navegación,"13,500","11,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2019,Clase CLA,C,"4 pts. CLA250 CGI Sport, 2.0T 211 HP, TA","454,000","397,900",Añadir QCP,"13,500","11,300",Añadir paq. Navegación,"13,500","11,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2019,Clase CLA,D,"4 pts. CLA 45 AMG, TA, GPS","851,300","746,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2018,Clase CLA,C,"4 pts. CLA200 CGI, 1.6T, 122 HP, TA","311,900","272,900",,,,Añadir paq. Navegación,"15,600","13,000",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2018,Clase CLA,C,"4 pts. CLA200 CGI Sport, 1.6T, 156 HP, TA","347,500","304,000",Añadir QCP,"11,700","9,800",Añadir paq. Navegación,"15,600","13,000",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2018,Clase CLA,C,"4 pts. CLA250 CGI Sport, 2.0T 211 HP, TA","403,100","352,700",Añadir QCP,"11,700","9,800",Añadir paq. Navegación,"15,600","13,000",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2018,Clase CLA,D,"4 pts. CLA 45 AMG, TA, GPS","677,300","592,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2017,Clase CLA,C,"4 pts. CLA180 CGI, 1.6T, 122 HP, TA","263,400","230,000",,,,Añadir paq. Navegación,"12,300","10,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2017,Clase CLA,C,"4 pts. CLA200 CGI, 1.6T, 122 HP, TA","268,100","234,100",,,,Añadir paq. Navegación,"12,300","10,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2017,Clase CLA,C,"4 pts. CLA200 CGI Sport, 1.6T, 156 HP, TA","275,300","240,400",Añadir QCP,"7,700","6,400",Añadir paq. Navegación,"12,300","10,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2017,Clase CLA,C,"4 pts. CLA250 CGI Sport, 2.0T 211 HP, TA","326,700","285,100",Añadir QCP,"7,700","6,400",Añadir paq. Navegación,"12,300","10,300",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2017,Clase CLA,D,"4 pts. CLA 45 AMG, TA, GPS","601,400","523,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase CLA,C,"4 pts. CLA180 CGI, 1.6T, 122 HP, TA","226,400","197,400",,,,Añadir paq. Navegación,"9,700","8,100",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase CLA,C,"4 pts. CLA200 CGI Sport, 1.6T, 156 HP, TA","251,600","219,400",,,,Añadir paq. Navegación,"9,700","8,100",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase CLA,C,"4 pts. CLA250 CGI Sport, 2.0T 211 HP, TA","294,200","256,500",Añadir QCP,"6,300","5,300",Añadir paq. Navegación,"9,700","8,100",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase CLA,C,"4 pts. CLA250 CGI Sport Edition, 2.0T 211 HP, TA","321,200","280,000",Añadir QCP,"6,300","5,300",Añadir paq. Navegación,"9,700","8,100",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2016,Clase CLA,D,"4 pts. CLA 45 AMG, TA, GPS","485,100","421,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase CLA,C,"4 pts. CLA180 CGI, 1.6T, 122 HP, TA","202,100","175,900",,,,Añadir paq. Navegación,"8,300","6,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase CLA,C,"4 pts. CLA200 CGI Sport, 1.6T, 156 HP, TA","223,400","194,400",,,,Añadir paq. Navegación,"8,300","6,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase CLA,C,"4 pts. CLA250 CGI Sport, 2.0T 211 HP, TA","261,700","227,800",Añadir QCP,"4,800","4,000",Añadir paq. Navegación,"8,300","6,900",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2015,Clase CLA,D,"4 pts. CLA 45 AMG, TA, GPS","440,800","382,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase CLA,C,"4 pts. CLA200 CGI Sport, 1.6T, 156 HP, TA","197,500","171,600",,,,Añadir paq. Navegación,"6,500","5,400",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase CLA,C,"4 pts. CLA250 CGI Sport, 2.0T 211 HP, TA","231,200","200,900",Añadir QCP,"4,200","3,500",Añadir paq. Navegación,"6,500","5,400",,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase CLA,C,"4 pts. CLA250 CGI Sport Edition, 2.0T, 211 HP, TA, GPS, f. bi-xenón","259,200","225,200",Añadir QCP,"4,200","3,500",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,2014,Clase CLA,D,"4 pts. CLA 45 AMG, TA, GPS","384,900","333,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercedes Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
